group	tier	audience	bytes	path
F-quality-verify	T3	AGENT	8774	plugins/review/skills/quality-gate/context/downstream.md
F-quality-verify	T3	AGENT	2499	plugins/review/skills/quality-gate/context/per-slice.md
F-quality-verify	T3	AGENT	3456	plugins/review/skills/quality-gate/context/pr.md
F-quality-verify	T3	AGENT	3466	plugins/review/skills/quality-gate/context/restatement.md
F-quality-verify	T3	AGENT	2369	plugins/review/skills/quality-gate/context/security.md
F-quality-verify	T3	AGENT	5288	plugins/review/skills/quality-gate/context/self.md
F-quality-verify	T3	AGENT	11594	plugins/review/skills/quality-gate/context/spec.md
F-quality-verify	T2	AGENT	3726	plugins/review/skills/security-review/SKILL.md
F-quality-verify	T2	AGENT	4390	plugins/review/skills/setup/SKILL.md
F-quality-verify	T3	HUMAN	4002	plugins/tdd/CHANGELOG.md
F-quality-verify	T3	HUMAN	1865	plugins/tdd/README.md
F-quality-verify	T2	AGENT	6455	plugins/tdd/skills/principles/SKILL.md
F-quality-verify	T3	AGENT	10523	plugins/tdd/skills/principles/reference/anti-patterns-khorikov.md
F-quality-verify	T3	AGENT	8542	plugins/tdd/skills/principles/reference/classical-vs-london-khorikov.md
F-quality-verify	T3	AGENT	8106	plugins/tdd/skills/principles/reference/code-coverage-khorikov.md
F-quality-verify	T3	AGENT	7160	plugins/tdd/skills/principles/reference/four-pillars-khorikov.md
F-quality-verify	T3	AGENT	19888	plugins/tdd/skills/principles/reference/integration-testing-khorikov.md
F-quality-verify	T3	AGENT	8917	plugins/tdd/skills/principles/reference/methodology-beck.md
F-quality-verify	T3	AGENT	7301	plugins/tdd/skills/principles/reference/money-example-beck.md
F-quality-verify	T3	AGENT	10292	plugins/tdd/skills/principles/reference/observable-behavior-khorikov.md
F-quality-verify	T3	AGENT	6407	plugins/tdd/skills/principles/reference/refactoring-under-test.md
F-quality-verify	T3	AGENT	12879	plugins/tdd/skills/principles/reference/test-design.md
F-quality-verify	T3	AGENT	8429	plugins/tdd/skills/principles/reference/test-doubles.md
F-quality-verify	T3	AGENT	14233	plugins/tdd/skills/principles/reference/testable-architecture-khorikov.md
F-quality-verify	T3	AGENT	15884	plugins/tdd/skills/principles/reference/testing-styles-khorikov.md
F-quality-verify	T3	AGENT	5605	plugins/tdd/skills/principles/reference/xunit-example-beck.md
F-quality-verify	T3	HUMAN	23646	plugins/testing/CHANGELOG.md
F-quality-verify	T3	HUMAN	3161	plugins/testing/README.md
F-quality-verify	T2	AGENT	10654	plugins/testing/skills/audit/SKILL.md
F-quality-verify	T2	AGENT	3954	plugins/testing/skills/diagnose/SKILL.md
F-quality-verify	T3	AGENT	4353	plugins/testing/skills/diagnose/context/investigate.md
F-quality-verify	T3	AGENT	5210	plugins/testing/skills/diagnose/context/loop.md
F-quality-verify	T2	AGENT	5175	plugins/testing/skills/plan/SKILL.md
F-quality-verify	T2	AGENT	6736	plugins/testing/skills/run-e2e/SKILL.md
F-quality-verify	T3	AGENT	3397	plugins/testing/skills/run-e2e/context/e2e-config.md
F-quality-verify	T3	AGENT	10027	plugins/testing/skills/run-e2e/context/e2e.md
F-quality-verify	T3	AGENT	4741	plugins/testing/skills/run-e2e/context/non-ui.md
F-quality-verify	T2	AGENT	5387	plugins/testing/skills/write/SKILL.md
F-quality-verify	T3	AGENT	3829	plugins/testing/skills/write/context/organize.md
F-quality-verify	T3	AGENT	11067	plugins/testing/skills/write/context/write.md
F-quality-verify	T3	HUMAN	18475	plugins/verification/CHANGELOG.md
F-quality-verify	T3	HUMAN	2967	plugins/verification/README.md
F-quality-verify	T3	AGENT	2789	plugins/verification/reference/artifact-protocol.md
F-quality-verify	T3	AGENT	2210	plugins/verification/reference/topic-docs.md
F-quality-verify	T2	AGENT	17132	plugins/verification/skills/confirm/SKILL.md
F-quality-verify	T3	AGENT	3917	plugins/verification/skills/confirm/context/fix.md
F-quality-verify	T3	AGENT	4213	plugins/verification/skills/confirm/context/outcome.md
F-quality-verify	T3	AGENT	4446	plugins/verification/skills/confirm/context/refactor.md
F-quality-verify	T2	AGENT	6342	plugins/verification/skills/measure/SKILL.md
F-quality-verify	T3	AGENT	6957	plugins/verification/skills/measure/context/metrics.md
F-quality-verify	T3	AGENT	4748	plugins/verification/skills/measure/context/performance.md
F-quality-verify	T2	AGENT	7163	plugins/verification/skills/setup/SKILL.md
G-code-design	T3	HUMAN	18020	plugins/architecture/CHANGELOG.md
G-code-design	T3	HUMAN	3274	plugins/architecture/README.md
G-code-design	T3	AGENT	2388	plugins/architecture/reference/topic-docs.md
G-code-design	T2	AGENT	6837	plugins/architecture/skills/improve/SKILL.md
G-code-design	T3	AGENT	15558	plugins/architecture/skills/improve/actions/deepening.md
G-code-design	T3	AGENT	2574	plugins/architecture/skills/improve/research/deepening/dependencies.md
G-code-design	T3	AGENT	6798	plugins/architecture/skills/improve/research/deepening/html-report.md
G-code-design	T3	AGENT	5766	plugins/architecture/skills/improve/research/deepening/interface-design.md
G-code-design	T3	AGENT	4157	plugins/architecture/skills/improve/research/deepening/scan-briefing.md
G-code-design	T3	AGENT	3409	plugins/architecture/skills/improve/research/deepening/vocabulary.md
G-code-design	T3	HUMAN	29890	plugins/code-tidying/CHANGELOG.md
G-code-design	T3	HUMAN	6476	plugins/code-tidying/README.md
G-code-design	T2	AGENT	7767	plugins/code-tidying/skills/audit-comment-residue/SKILL.md
G-code-design	T2	AGENT	12965	plugins/code-tidying/skills/audit-dead-code/SKILL.md
G-code-design	T3	AGENT	7141	plugins/code-tidying/skills/audit-dead-code/context/adjudication.md
G-code-design	T3	AGENT	10387	plugins/code-tidying/skills/audit-dead-code/context/lanes.md
G-code-design	T2	AGENT	21232	plugins/code-tidying/skills/batch-simplify/SKILL.md
G-code-design	T3	AGENT	4647	plugins/code-tidying/skills/batch-simplify/context/reference.md
G-code-design	T3	AGENT	19631	plugins/code-tidying/skills/batch-simplify/context/repo-mode.md
G-code-design	T3	AGENT	2494	plugins/code-tidying/skills/batch-simplify/templates/checklist.md
G-code-design	T2	AGENT	11814	plugins/code-tidying/skills/dissolve-comments/SKILL.md
G-code-design	T3	AGENT	2628	plugins/code-tidying/skills/dissolve-comments/reference/dissolving-moves.md
G-code-design	T3	AGENT	3735	plugins/code-tidying/skills/dissolve-comments/reference/safety.md
G-code-design	T3	AGENT	4769	plugins/code-tidying/skills/dissolve-comments/reference/triage.md
G-code-design	T2	AGENT	12279	plugins/code-tidying/skills/setup/SKILL.md
G-code-design	T2	AGENT	21954	plugins/code-tidying/skills/tidy/SKILL.md
G-code-design	T3	AGENT	5901	plugins/code-tidying/skills/tidy/lanes/docs-prose.md
G-code-design	T3	AGENT	4055	plugins/code-tidying/skills/tidy/lanes/self-update.md
G-code-design	T3	AGENT	8457	plugins/code-tidying/skills/tidy/lanes/shell-tooling.md
G-code-design	T3	AGENT	8161	plugins/code-tidying/skills/tidy/reference/exclusions.md
G-code-design	T3	AGENT	6950	plugins/code-tidying/skills/tidy/reference/scope-budget.md
G-code-design	T3	AGENT	13723	plugins/code-tidying/skills/tidy/reference/tidyings.md
G-code-design	T3	AGENT	1681	plugins/code-tidying/skills/tidy/templates/apps-lane.template.md
G-code-design	T3	AGENT	2276	plugins/code-tidying/skills/tidy/templates/dependency-root-lane.template.md
G-code-design	T3	AGENT	1868	plugins/code-tidying/skills/tidy/templates/host-wiring-lane.template.md
G-code-design	T3	AGENT	1770	plugins/code-tidying/skills/tidy/templates/polyglot-services-lane.template.md
G-code-design	T3	HUMAN	2307	plugins/coupling/CHANGELOG.md
G-code-design	T3	HUMAN	3110	plugins/coupling/README.md
G-code-design	T3	AGENT	2271	plugins/coupling/reference/topic-docs.md
G-code-design	T2	AGENT	12157	plugins/coupling/skills/reduce/SKILL.md
G-code-design	T3	AGENT	7908	plugins/coupling/skills/reduce/reference/coupling-model.md
G-code-design	T3	AGENT	3308	plugins/coupling/skills/reduce/reference/ledger.md
G-code-design	T3	AGENT	6339	plugins/coupling/skills/reduce/reference/remediations.md
G-code-design	T3	HUMAN	2333	plugins/domain-driven-design/CHANGELOG.md
G-code-design	T3	HUMAN	1452	plugins/domain-driven-design/README.md
G-code-design	T2	AGENT	6686	plugins/domain-driven-design/skills/curate-language/SKILL.md
G-code-design	T3	AGENT	3548	plugins/domain-driven-design/skills/curate-language/context/glossary-contract.md
G-code-design	T3	AGENT	149	plugins/domain-driven-design/skills/curate-language/evals/fixtures/billing-terms.md
G-code-design	T3	AGENT	265	plugins/domain-driven-design/skills/curate-language/evals/fixtures/context-map.md
G-code-design	T3	AGENT	158	plugins/domain-driven-design/skills/curate-language/evals/fixtures/custom-terms.md
G-code-design	T3	AGENT	164	plugins/domain-driven-design/skills/curate-language/evals/fixtures/support-terms.md
G-code-design	T3	HUMAN	7004	plugins/event-storming/CHANGELOG.md
G-code-design	T3	HUMAN	4068	plugins/event-storming/README.md
G-code-design	T2	AGENT	11155	plugins/event-storming/skills/methodology/SKILL.md
G-code-design	T3	AGENT	21841	plugins/event-storming/skills/methodology/reference/big-picture-workshop.md
G-code-design	T3	AGENT	18639	plugins/event-storming/skills/methodology/reference/design-level.md
G-code-design	T3	AGENT	9369	plugins/event-storming/skills/methodology/reference/glossary-and-tools.md
G-code-design	T3	AGENT	8943	plugins/event-storming/skills/methodology/reference/notation-and-building-blocks.md
G-code-design	T3	AGENT	19351	plugins/event-storming/skills/methodology/reference/patterns-and-anti-patterns.md
G-code-design	T3	AGENT	12333	plugins/event-storming/skills/methodology/reference/process-modeling.md
G-code-design	T3	AGENT	9070	plugins/event-storming/skills/methodology/reference/remote-eventstorming.md
G-code-design	T2	AGENT	16147	plugins/event-storming/skills/simulation/SKILL.md
G-code-design	T3	AGENT	3516	plugins/event-storming/skills/simulation/evals/fixtures/big-picture-board-export.md
G-code-design	T3	AGENT	92600	plugins/event-storming/skills/simulation/reference/agentic-simulation.md
G-code-design	T3	AGENT	11481	plugins/event-storming/skills/simulation/reference/iteration-workflow.md
G-code-design	T3	AGENT	16113	plugins/event-storming/skills/simulation/reference/miro-integration.md
G-code-design	T3	AGENT	24798	plugins/event-storming/skills/simulation/reference/simulation-evaluation.md
G-code-design	T3	HUMAN	4410	plugins/improvement/CHANGELOG.md
G-code-design	T3	HUMAN	5807	plugins/improvement/README.md
G-code-design	T3	AGENT	5161	plugins/improvement/reference/config.md
G-code-design	T2	AGENT	15284	plugins/improvement/skills/find/SKILL.md
G-code-design	T3	AGENT	6374	plugins/improvement/skills/find/context/ci-health.md
G-code-design	T3	AGENT	7272	plugins/improvement/skills/find/context/hotspots.md
G-code-design	T3	AGENT	5441	plugins/improvement/skills/find/context/ranking.md
G-code-design	T3	AGENT	8157	plugins/improvement/skills/find/context/unattended.md
G-code-design	T2	AGENT	9125	plugins/improvement/skills/setup/SKILL.md
G-code-design	T3	HUMAN	6375	plugins/naming/CHANGELOG.md
G-code-design	T3	HUMAN	2807	plugins/naming/README.md
G-code-design	T2	AGENT	14598	plugins/naming/skills/name-it-better/SKILL.md
G-code-design	T3	AGENT	8992	plugins/naming/skills/name-it-better/context/sources.md
G-code-design	T3	HUMAN	34635	plugins/overengineering/CHANGELOG.md
G-code-design	T3	HUMAN	12843	plugins/overengineering/README.md
G-code-design	T3	AGENT	36515	plugins/overengineering/context/findings-artifact.md
G-code-design	T3	AGENT	14854	plugins/overengineering/context/product-code-lane.md
G-code-design	T3	AGENT	33261	plugins/overengineering/context/scrutiny-method.md
G-code-design	T3	AGENT	2789	plugins/overengineering/reference/artifact-protocol.md
G-code-design	T3	AGENT	16749	plugins/overengineering/reference/consumer-config.md
G-code-design	T3	AGENT	9181	plugins/overengineering/reference/topic-docs.md
G-code-design	T2	AGENT	20760	plugins/overengineering/skills/audit/SKILL.md
G-code-design	T3	AGENT	6576	plugins/overengineering/skills/audit/context/report-template.md
G-code-design	T3	AGENT	18595	plugins/overengineering/skills/audit/context/surface-walk.md
G-code-design	T2	AGENT	36543	plugins/overengineering/skills/delta/SKILL.md
G-code-design	T3	AGENT	7420	plugins/overengineering/skills/delta/context/recurring-wiring.md
G-code-design	T2	AGENT	21138	plugins/overengineering/skills/realign/SKILL.md
H-knowledge-research	T3	HUMAN	13449	plugins/ai-briefing/CHANGELOG.md
H-knowledge-research	T3	HUMAN	8538	plugins/ai-briefing/README.md
H-knowledge-research	T2	AGENT	7537	plugins/ai-briefing/skills/generate/SKILL.md
H-knowledge-research	T3	AGENT	4259	plugins/ai-briefing/skills/generate/context/execution-flow.md
H-knowledge-research	T3	AGENT	2184	plugins/ai-briefing/skills/generate/evals/fixtures/archive-sample.md
H-knowledge-research	T3	AGENT	2461	plugins/ai-briefing/skills/generate/evals/fixtures/candidate-items-sample.md
H-knowledge-research	T3	AGENT	1344	plugins/ai-briefing/skills/generate/evals/fixtures/open-window-sample.md
H-knowledge-research	T3	AGENT	3535	plugins/ai-briefing/skills/generate/references/audience-defaults.md
H-knowledge-research	T3	AGENT	18918	plugins/ai-briefing/skills/generate/references/build-pipeline.md
H-knowledge-research	T3	AGENT	13617	plugins/ai-briefing/skills/generate/references/slide-generation.md
H-knowledge-research	T2	AGENT	11142	plugins/ai-briefing/skills/setup/SKILL.md
H-knowledge-research	T3	HUMAN	5162	plugins/context7/CHANGELOG.md
H-knowledge-research	T3	HUMAN	3077	plugins/context7/README.md
H-knowledge-research	T2	AGENT	7053	plugins/context7/skills/lookup/SKILL.md
H-knowledge-research	T3	AGENT	7056	plugins/context7/skills/lookup/context/cli.md
H-knowledge-research	T3	AGENT	5349	plugins/context7/skills/lookup/context/lookup.md
H-knowledge-research	T3	AGENT	4231	plugins/context7/skills/lookup/context/mcp.md
H-knowledge-research	T3	AGENT	4937	plugins/context7/skills/lookup/context/update.md
H-knowledge-research	T2	AGENT	6397	plugins/context7/skills/setup/SKILL.md
H-knowledge-research	T3	HUMAN	99138	plugins/discovery/CHANGELOG.md
H-knowledge-research	T3	HUMAN	6037	plugins/discovery/README.md
H-knowledge-research	T2	AGENT	19188	plugins/discovery/agents/explorer.md
H-knowledge-research	T2	AGENT	24086	plugins/discovery/agents/intent-tracer.md
H-knowledge-research	T2	AGENT	21470	plugins/discovery/agents/researcher.md
H-knowledge-research	T3	AGENT	2789	plugins/discovery/reference/artifact-protocol.md
H-knowledge-research	T3	AGENT	19001	plugins/discovery/reference/parent-contract.md
H-knowledge-research	T3	AGENT	6250	plugins/discovery/reference/topic-docs.md
H-knowledge-research	T2	AGENT	5475	plugins/discovery/skills/blindspot/SKILL.md
H-knowledge-research	T2	AGENT	28265	plugins/discovery/skills/explore/SKILL.md
H-knowledge-research	T3	AGENT	13194	plugins/discovery/skills/explore/reference/dispatch.md
H-knowledge-research	T3	AGENT	5310	plugins/discovery/skills/explore/reference/ecosystem-discovery.md
H-knowledge-research	T2	AGENT	15827	plugins/discovery/skills/research-deep/SKILL.md
H-knowledge-research	T2	AGENT	34127	plugins/discovery/skills/research/SKILL.md
H-knowledge-research	T3	AGENT	11346	plugins/discovery/skills/research/context/artifact-shape.md
H-knowledge-research	T3	AGENT	32696	plugins/discovery/skills/research/context/discipline.md
H-knowledge-research	T3	AGENT	21336	plugins/discovery/skills/research/context/dispatch.md
H-knowledge-research	T3	AGENT	3928	plugins/discovery/skills/research/context/gotchas.md
H-knowledge-research	T3	AGENT	3231	plugins/discovery/skills/research/context/source-categories.md
H-knowledge-research	T2	AGENT	10945	plugins/discovery/skills/setup/SKILL.md
H-knowledge-research	T2	AGENT	13425	plugins/discovery/skills/trace-intent/SKILL.md
H-knowledge-research	T3	AGENT	5974	plugins/discovery/skills/trace-intent/context/artifact-shape.md
H-knowledge-research	T3	AGENT	9049	plugins/discovery/skills/trace-intent/context/dispatch.md
H-knowledge-research	T3	AGENT	2826	plugins/discovery/skills/trace-intent/context/evidence-categories.md
H-knowledge-research	T3	AGENT	2916	plugins/discovery/skills/trace-intent/context/gotchas.md
H-knowledge-research	T3	HUMAN	7037	plugins/dometrain/CHANGELOG.md
H-knowledge-research	T3	HUMAN	12104	plugins/dometrain/README.md
H-knowledge-research	T2	AGENT	5575	plugins/dometrain/skills/grounding/SKILL.md
H-knowledge-research	T2	AGENT	8424	plugins/dometrain/skills/setup/SKILL.md
H-knowledge-research	T2	AGENT	2600	plugins/dometrain/skills/sync/SKILL.md
H-knowledge-research	T3	AGENT	4964	plugins/dometrain/skills/sync/context/update.md
H-knowledge-research	T3	HUMAN	20362	plugins/education/CHANGELOG.md
H-knowledge-research	T3	HUMAN	11239	plugins/education/README.md
H-knowledge-research	T2	AGENT	6997	plugins/education/skills/explain/SKILL.md
H-knowledge-research	T2	AGENT	12844	plugins/education/skills/quiz-me/SKILL.md
H-knowledge-research	T2	AGENT	5541	plugins/education/skills/setup/SKILL.md
H-knowledge-research	T2	AGENT	33284	plugins/education/skills/teach/SKILL.md
H-knowledge-research	T3	AGENT	3359	plugins/education/skills/teach/context/assessment.md
H-knowledge-research	T3	AGENT	3332	plugins/education/skills/teach/context/exercises.md
H-knowledge-research	T3	AGENT	2447	plugins/education/skills/teach/context/glossary.md
H-knowledge-research	T3	AGENT	13432	plugins/education/skills/teach/context/lessons.md
H-knowledge-research	T3	AGENT	2291	plugins/education/skills/teach/context/mission.md
H-knowledge-research	T3	AGENT	2681	plugins/education/skills/teach/context/resources.md
H-knowledge-research	T3	HUMAN	6905	plugins/firecrawl/CHANGELOG.md
H-knowledge-research	T3	HUMAN	2850	plugins/firecrawl/README.md
H-knowledge-research	T2	AGENT	12260	plugins/firecrawl/skills/firecrawl/SKILL.md
H-knowledge-research	T3	AGENT	6835	plugins/firecrawl/skills/firecrawl/context/commands.md
H-knowledge-research	T3	AGENT	2204	plugins/firecrawl/skills/firecrawl/context/configuration.md
H-knowledge-research	T2	AGENT	6796	plugins/firecrawl/skills/setup/SKILL.md
H-knowledge-research	T2	AGENT	6511	plugins/firecrawl/skills/update/SKILL.md
H-knowledge-research	T3	AGENT	680	plugins/firecrawl/skills/update/UPSTREAM.md
H-knowledge-research	T3	AGENT	2450	plugins/firecrawl/skills/update/context/update-flow.md
H-knowledge-research	T3	HUMAN	74224	plugins/knowledge/CHANGELOG.md
H-knowledge-research	T3	HUMAN	13408	plugins/knowledge/README.md
H-knowledge-research	T3	AGENT	3631	plugins/knowledge/reference/citation-shape.md
H-knowledge-research	T3	AGENT	3909	plugins/knowledge/reference/ingest-deferred-decisions.md
H-knowledge-research	T2	AGENT	16245	plugins/knowledge/skills/book-distill/SKILL.md
H-knowledge-research	T3	AGENT	2884	plugins/knowledge/skills/book-distill/context/templates.md
H-knowledge-research	T3	AGENT	1165	plugins/knowledge/skills/book-distill/templates/checklist.md
H-knowledge-research	T2	AGENT	18102	plugins/knowledge/skills/course-digest/SKILL.md
H-knowledge-research	T3	AGENT	6204	plugins/knowledge/skills/course-digest/context/multimodal-evaluation.md
H-knowledge-research	T3	AGENT	8468	plugins/knowledge/skills/course-digest/context/storage-schema.md
H-knowledge-research	T3	AGENT	16634	plugins/knowledge/skills/course-digest/context/workflow.md
H-knowledge-research	T3	AGENT	18003	plugins/knowledge/skills/course-digest/reference/adapters/discovery-checklist.md
H-knowledge-research	T3	AGENT	10501	plugins/knowledge/skills/course-digest/reference/adapters/dometrain.md
H-knowledge-research	T3	AGENT	7989	plugins/knowledge/skills/course-digest/reference/adapters/teachable.md
H-knowledge-research	T3	AGENT	3068	plugins/knowledge/skills/course-digest/reference/analysis-template.md
H-knowledge-research	T3	AGENT	9119	plugins/knowledge/skills/course-digest/reference/screenshot-strategy.md
H-knowledge-research	T3	AGENT	1253	plugins/knowledge/skills/course-digest/templates/checklist.md
H-knowledge-research	T2	AGENT	23044	plugins/knowledge/skills/docpage-digest/SKILL.md
H-knowledge-research	T3	AGENT	31439	plugins/knowledge/skills/docpage-digest/context/anthropic-docs-profile.md
H-knowledge-research	T3	AGENT	4901	plugins/knowledge/skills/docpage-digest/context/pipeline-hardening.md
H-knowledge-research	T3	AGENT	2311	plugins/knowledge/skills/docpage-digest/templates/checklist.md
H-knowledge-research	T2	AGENT	14601	plugins/knowledge/skills/map-corpus/SKILL.md
H-knowledge-research	T3	AGENT	7314	plugins/knowledge/skills/map-corpus/discovery/link-map-format.md
H-knowledge-research	T3	AGENT	7055	plugins/knowledge/skills/map-corpus/extraction/node-manifest-format.md
H-knowledge-research	T3	AGENT	5256	plugins/knowledge/skills/map-corpus/verification/inventory-format.md
H-knowledge-research	T2	AGENT	7562	plugins/knowledge/skills/setup/SKILL.md
H-knowledge-research	T2	AGENT	14326	plugins/knowledge/skills/video-digest/SKILL.md
H-knowledge-research	T3	AGENT	3669	plugins/knowledge/skills/video-digest/context/companion-primary-sources.md
H-knowledge-research	T3	AGENT	1773	plugins/knowledge/skills/video-digest/context/gotchas.md
H-knowledge-research	T3	AGENT	14242	plugins/knowledge/skills/video-digest/context/output-contract.md
H-knowledge-research	T3	AGENT	11436	plugins/knowledge/skills/video-digest/context/quality-gates.md
H-knowledge-research	T3	AGENT	2440	plugins/knowledge/skills/video-digest/context/synthesis-contract.md
H-knowledge-research	T3	AGENT	16280	plugins/knowledge/skills/video-digest/context/watch-pipeline.md
H-knowledge-research	T3	AGENT	9075	plugins/knowledge/skills/video-digest/context/watch-queue.md
H-knowledge-research	T3	AGENT	2316	plugins/knowledge/skills/video-digest/context/workflow.md
H-knowledge-research	T3	AGENT	3325	plugins/knowledge/skills/video-digest/extraction/liveness/LIVENESS.md
H-knowledge-research	T3	AGENT	11321	plugins/knowledge/skills/video-digest/reference/sources/x.md
H-knowledge-research	T3	AGENT	5539	plugins/knowledge/skills/video-digest/reference/sources/youtube.md
H-knowledge-research	T3	AGENT	1233	plugins/knowledge/skills/video-digest/templates/companion-source-brief.md
H-knowledge-research	T3	AGENT	560	plugins/knowledge/skills/video-digest/templates/deck-inventory.md
H-knowledge-research	T3	AGENT	625	plugins/knowledge/skills/video-digest/templates/queue.md
H-knowledge-research	T3	AGENT	885	plugins/knowledge/skills/video-digest/templates/readme-journey.md
H-knowledge-research	T3	HUMAN	717	plugins/knowledge/skills/video-digest/templates/recommendations/README.md
H-knowledge-research	T3	AGENT	412	plugins/knowledge/skills/video-digest/templates/recommendations/interview.md
H-knowledge-research	T3	AGENT	255	plugins/knowledge/skills/video-digest/templates/recommendations/menu.md
H-knowledge-research	T3	AGENT	46	plugins/knowledge/skills/video-digest/templates/recommendations/questions.md
H-knowledge-research	T3	AGENT	91	plugins/knowledge/skills/video-digest/templates/recommendations/takeaways.md
H-knowledge-research	T3	AGENT	475	plugins/knowledge/skills/video-digest/templates/research-cluster.md
H-knowledge-research	T3	AGENT	485	plugins/knowledge/skills/video-digest/templates/sources.md
H-knowledge-research	T3	AGENT	460	plugins/knowledge/skills/video-digest/templates/synthesis-item.md
H-knowledge-research	T3	AGENT	8018	plugins/knowledge/skills/video-digest/templates/watch-checklist.md
H-knowledge-research	T3	HUMAN	7548	plugins/miro/CHANGELOG.md
H-knowledge-research	T3	HUMAN	8310	plugins/miro/README.md
H-knowledge-research	T2	AGENT	7394	plugins/miro/skills/setup/SKILL.md
H-knowledge-research	T3	HUMAN	8792	plugins/visualization/CHANGELOG.md
H-knowledge-research	T3	HUMAN	8951	plugins/visualization/README.md
H-knowledge-research	T2	AGENT	12482	plugins/visualization/skills/visualize/SKILL.md
H-knowledge-research	T3	AGENT	11583	plugins/visualization/skills/visualize/context/decision-matrix.md
H-knowledge-research	T3	HUMAN	13161	plugins/x/CHANGELOG.md
H-knowledge-research	T3	HUMAN	7937	plugins/x/README.md
H-knowledge-research	T2	AGENT	15783	plugins/x/skills/read/SKILL.md
H-knowledge-research	T3	AGENT	14366	plugins/x/skills/read/context/failure-modes.md
I-songwriting	T3	HUMAN	174083	plugins/songwriting/CHANGELOG.md
I-songwriting	T3	HUMAN	7241	plugins/songwriting/README.md
I-songwriting	T2	AGENT	7376	plugins/songwriting/agents/object-writer.md
I-songwriting	T3	AGENT	7517	plugins/songwriting/context/pat-pattison/research/action-routing.md
I-songwriting	T3	AGENT	7356	plugins/songwriting/context/pat-pattison/research/ai-tools.md
I-songwriting	T3	AGENT	2672	plugins/songwriting/context/pat-pattison/research/artifact-persistence.md
I-songwriting	T3	AGENT	33326	plugins/songwriting/context/pat-pattison/research/audit-checklist.md
I-songwriting	T3	AGENT	21631	plugins/songwriting/context/pat-pattison/research/beyond-books.md
I-songwriting	T3	AGENT	11454	plugins/songwriting/context/pat-pattison/research/book-references.md
I-songwriting	T3	AGENT	30982	plugins/songwriting/context/pat-pattison/research/box-model.md
I-songwriting	T3	AGENT	10200	plugins/songwriting/context/pat-pattison/research/brainstorm.md
I-songwriting	T3	AGENT	19333	plugins/songwriting/context/pat-pattison/research/bridge.md
I-songwriting	T3	AGENT	19083	plugins/songwriting/context/pat-pattison/research/cliche.md
I-songwriting	T3	AGENT	12410	plugins/songwriting/context/pat-pattison/research/co-writing.md
I-songwriting	T3	AGENT	11809	plugins/songwriting/context/pat-pattison/research/coaching-protocol.md
I-songwriting	T3	AGENT	40979	plugins/songwriting/context/pat-pattison/research/daily-practice.md
I-songwriting	T3	AGENT	7580	plugins/songwriting/context/pat-pattison/research/demo-review.md
I-songwriting	T3	AGENT	29651	plugins/songwriting/context/pat-pattison/research/exercises.md
I-songwriting	T3	AGENT	18979	plugins/songwriting/context/pat-pattison/research/five-compositional-elements.md
I-songwriting	T3	AGENT	64460	plugins/songwriting/context/pat-pattison/research/form.md
I-songwriting	T3	AGENT	8678	plugins/songwriting/context/pat-pattison/research/fragment-development.md
I-songwriting	T3	AGENT	33262	plugins/songwriting/context/pat-pattison/research/hook.md
I-songwriting	T3	AGENT	12778	plugins/songwriting/context/pat-pattison/research/idea-to-title.md
I-songwriting	T3	AGENT	15890	plugins/songwriting/context/pat-pattison/research/line-brainstorm.md
I-songwriting	T3	AGENT	38217	plugins/songwriting/context/pat-pattison/research/line-edit-rubric.md
I-songwriting	T3	AGENT	16508	plugins/songwriting/context/pat-pattison/research/lyric-melodic-roadmaps.md
I-songwriting	T3	AGENT	57797	plugins/songwriting/context/pat-pattison/research/metaphor.md
I-songwriting	T3	AGENT	85311	plugins/songwriting/context/pat-pattison/research/meter.md
I-songwriting	T3	AGENT	20343	plugins/songwriting/context/pat-pattison/research/mosaic-rhyme.md
I-songwriting	T3	AGENT	52010	plugins/songwriting/context/pat-pattison/research/object-writing.md
I-songwriting	T3	AGENT	26960	plugins/songwriting/context/pat-pattison/research/phrasing.md
I-songwriting	T3	AGENT	48217	plugins/songwriting/context/pat-pattison/research/point-of-view.md
I-songwriting	T3	AGENT	11019	plugins/songwriting/context/pat-pattison/research/process.md
I-songwriting	T3	AGENT	74977	plugins/songwriting/context/pat-pattison/research/prosody.md
I-songwriting	T3	AGENT	46528	plugins/songwriting/context/pat-pattison/research/repetition.md
I-songwriting	T3	AGENT	34375	plugins/songwriting/context/pat-pattison/research/response-filter.md
I-songwriting	T3	AGENT	13513	plugins/songwriting/context/pat-pattison/research/rhyme-dictionary-practice.md
I-songwriting	T3	AGENT	40063	plugins/songwriting/context/pat-pattison/research/rhyme-fundamentals.md
I-songwriting	T3	AGENT	31197	plugins/songwriting/context/pat-pattison/research/rhyme-generation.md
I-songwriting	T3	AGENT	46620	plugins/songwriting/context/pat-pattison/research/rhyme-sonic-bonding.md
I-songwriting	T3	AGENT	19086	plugins/songwriting/context/pat-pattison/research/rhyme-spotlight-connection.md
I-songwriting	T3	AGENT	51578	plugins/songwriting/context/pat-pattison/research/rhyme-strategy.md
I-songwriting	T3	AGENT	59366	plugins/songwriting/context/pat-pattison/research/rhyme-types.md
I-songwriting	T3	AGENT	43710	plugins/songwriting/context/pat-pattison/research/rhyme-worksheets.md
I-songwriting	T3	AGENT	15272	plugins/songwriting/context/pat-pattison/research/section-building.md
